"Sentence_id","Text","Speaker","Speaker_title","Speaker_party","File_id","Length","Line_number","Sentiment","Verdict"
26918,"I congratulate him on -- on taking out Osama bin Laden and going after the leadership in al-Qaeda.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",18,58,-0.505632,0
26919,"But we can't kill our way out of this mess.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,59,-0.872934,-1
26920,"We're going to have to put in place a very comprehensive and robust strategy to help the -- the world of Islam and other parts of the world, reject this radical violent extremism, which is -- it's certainly not on the run.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",42,60,0.274247,-1
26922,"This is a group that is now involved in 10 or 12 countries, and it presents an enormous threat to our friends, to the world, to America, long term, and we must have a comprehensive strategy to help reject this kind of extremism.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",43,62,0,1
26924,"Well, my first job as commander in chief, Bob, is to keep the American people safe.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",16,64,0.776777,-1
26925,"And that's what we've done over the last four years.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",10,65,0,0
26926,"We ended the war in Iraq, refocused our attention on those who actually killed us on 9/11.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",17,66,-0.628749,0
26927,"And as a consequence, Al Qaeda's core leadership has been decimated.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",11,67,-0.679828,1
26928,"In addition, we're now able to transition out of Afghanistan in a responsible way, making sure that Afghans take responsibility for their own security.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",24,68,0,-1
26929,"And that allows us also to rebuild alliances and make friends around the world to combat future threats.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",18,69,-0.358599,-1
26930,"Now with respect to Libya, as I indicated in the last debate, when we received that phone call, I immediately made sure that, number one, that we did everything we could to secure those Americans who were still in harm's way; number two, that we would investigate exactly what happened, and number three, most importantly, that we would go after those who killed Americans and we would bring them to justice.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",71,70,0.54404,1
26931,"And that's exactly what we're going to do.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",8,71,0.617075,-1
26932,"But I think it's important to step back and think about what happened in Libya.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",15,72,0,-1
26933,"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",56,73,-0.247087,1
26934,"Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",35,74,-0.52061,1
26936,"Now that represents the opportunity we have to take advantage of.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",11,76,0.733764,-1
26937,"And, you know, Governor Romney, I'm glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",62,77,0.552122,-1
26938,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to -- to kill them, to take them out of the picture.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",37,78,-0.481267,-1
26939,"But my strategy is broader than that.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",7,79,0.712825,-1
26940,"That's -- that's important, of course.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,80,0.684893,-1
26941,"But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",30,81,-0.392107,-1
26942,"We don't want another Iraq, we don't want another Afghanistan.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,82,-0.207114,-1
26943,"That's not the right course for us.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",7,83,-0.482074,-1
26944,"The right course for us is to make sure that we go after the -- the people who are leaders of these various anti-American groups and these -- these jihadists, but also help the Muslim world.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",36,84,0,-1
26945,"And how do we do that?","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,85,0.203916,-1
26946,"A group of Arab scholars came together, organized by the U.N., to look at how we can help the -- the world reject these -- these terrorists.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",27,86,-0.659654,0
26947,"And the answer they came up with was this:","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",9,87,0,-1
26949,"We should key our foreign aid, our direct foreign investment, and that of our friends, we should coordinate it to make sure that we -- we push back and give them more economic development.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",34,89,0.775551,-1
26952,"Number four, the rule of law.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,92,-0.219188,-1
26953,"We have to help these nations create civil societies.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",9,93,0,-1
26954,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",39,94,-0.643143,1
26955,"And -- and they're throughout many nations in the Middle East.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",11,95,0,0
26956,"It's wonderful that Libya seems to be making some progress, despite this terrible tragedy.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",14,96,0.376607,-1
26957,"But next door, of course, we have Egypt.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",8,97,0,0
26958,"Libya's 6 million population; Egypt, 80 million population.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",8,98,0,1
26959,"We want -- we want to make sure that we're seeing progress throughout the Middle East.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",16,99,0.716202,-1
26960,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to -- to kill, to murder his own people, this is a region in tumult.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",31,100,-0.735286,1
26961,"And, of course, Iran on the path to a nuclear weapon, we've got real (inaudible).","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",15,101,-0.443682,1
26963,"Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for 20 years.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",62,103,-0.439301,1
26964,"But Governor, when it comes to our foreign policy, you seem to want to import the foreign policies of the 1980s, just like the social policies of the 1950s and the economic policies of the 1920s.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",36,104,0,0
26965,"You say that you're not interested in duplicating what happened in Iraq.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",12,105,-0.453807,-1
26966,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",19,106,0,1
26967,"And the -- the challenge we have -- I know you haven't been in a position to actually execute foreign policy -- but every time you've offered an opinion, you've been wrong.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",32,107,0,-1
26968,"You said we should have gone into Iraq, despite that fact that there were no weapons of mass destruction.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",19,108,-0.512675,1
26969,"You said that we should still have troops in Iraq to this day.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,109,-0.395844,1
26970,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",23,110,-0.414058,1
26971,"You said that, first, we should not have a timeline in Afghanistan.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",12,111,0,1
26972,"Then you said we should.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",5,112,0,0
26973,"Now you say maybe or it depends, which means not only were you wrong, but you were also confusing in sending mixed messages both to our troops and our allies.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",30,113,-0.66517,-1
26974,"So, what -- what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",29,114,0.664983,-1
26975,"And unfortunately, that's the kind of opinions that you've offered throughout this campaign, and it is not a recipe for American strength, or keeping America safe over the long haul.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",30,115,0,-1
26977,"Well, of course I don't concur with what the president said about my own record and the things that I've said.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",21,117,0.431854,-1
26978,"They don't happen to be accurate.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,118,0,-1
26979,"But -- but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and -- and confusion.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",38,119,-0.824832,-1
26980,"And -- and attacking me is not an agenda.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",9,120,-0.443214,-1
26981,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",34,121,-0.482887,-1
26983,"First of all, Russia I indicated is a geopolitical foe.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,123,-0.250713,1
26987,"It's a geopolitical foe, and I said in the same -- in the same paragraph I said, and Iran is the greatest national security threat we face.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",27,127,-0.746558,1
26988,"Russia does continue to battle us in the U.N. time and time again.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",13,128,-0.355708,1
26989,"I have clear eyes on this.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,129,0.243569,-1
26990,"I'm not going to wear rose-colored glasses when it comes to Russia, or Mr. Putin.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",15,130,-0.524603,-1
26991,"And I'm certainly not going to say to him, I'll give you more flexibility after the election.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",17,131,0,-1
26992,"After the election, he'll get more backbone.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",7,132,0,-1
26993,"Number two, with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",21,133,0.443363,0
26996,"You didn't want a status of...","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,136,-0.305177,-1
26997,"What I would not have had done was left 10,000 troops in Iraq that would tie us down.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",18,137,-0.419047,1
26998,"And that certainly would not help us in the Middle East.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",11,138,-0.432094,-1
26999,"I'm sorry, you actually -- there was a -- there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",44,139,-0.237889,1
27000,"That was something I concurred with...","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,140,0,1
27005,"That was my posture as well.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,145,0.523483,-1
27006,"You thought it should have been 5,000 troops...","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",8,146,-0.262833,1
27010,"I thought there should have been more troops, but you know what?","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",12,150,-0.317283,-1
27011,"The answer was we got...","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",5,151,0,-1
27013,"... no troops through whatsoever.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",5,153,-0.377696,1
27014,"This was just a few weeks ago that you indicated that we should still have troops in Iraq.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",18,154,-0.284393,1
27020,"...that's a -- I indicated...","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",5,160,0,-1
27024,"...I indicated that you failed to put in place a status...","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",11,164,-0.290124,0
27028,"...of forces agreement at the end of the conflict that existed.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",11,168,-0.353406,-1
27029,"Governor -- here -- here's -- here's one thing...","Barack Obama","President","DEMOCRAT","2012-10-22.txt",9,169,0,-1
27031,"...here's one thing I've learned as commander in chief.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",9,171,0,-1
27034,"You've got to be clear, both to our allies and our enemies, about where you stand and what you mean.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",20,174,-0.373846,-1
27035,"You just gave a speech a few weeks ago in which you said we should still have troops in Iraq.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",20,175,-0.367995,1
27036,"That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",24,176,0.267674,-1
27037,"Now, it is absolutely true that we cannot just meet these challenges militarily.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,177,0,-1
27038,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",26,178,0.646089,0
27039,"Number two, make sure that they are standing by our interests in Israel's security, because it is a true friend and our greatest ally in the region.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",27,179,0.710818,-1
27040,"Number three, we do have to make sure that we're protecting religious minorities and women because these countries can't develop unless all the population, not just half of it, is developing.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",31,180,0,-1
27041,"Number four, we do have to develop their economic -- their economic capabilities.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,181,-0.285328,-1
27042,"But number five, the other thing that we have to do is recognize that we can't continue to do nation building in these regions.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",24,182,-0.373863,-1
27043,"Part of American leadership is making sure that we're doing nation building here at home.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",15,183,0.552033,-1
27044,"That will help us maintain the kind of American leadership that we need.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,184,0.645567,-1
27057,"What we've done is organize the international community, saying Assad has to go.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,197,0,1
27058,"We've mobilized sanctions against that government.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",6,198,-0.282301,1
27059,"We have made sure that they are isolated.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",8,199,-0.356517,0
27060,"We have provided humanitarian assistance and we are helping the opposition organize, and we're particularly interested in making sure that we're mobilizing the moderate forces inside of Syria.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",28,200,0.860455,1
27061,"But ultimately, Syrians are going to have to determine their own future.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",12,201,-0.587973,-1
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",45,202,0.636295,1
27063,"This -- what we're seeing taking place in Syria is heartbreaking, and that's why we are going to do everything we can to make sure that we are helping the opposition.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",31,203,0.903423,-1
27064,"But we also have to recognize that, you know, for us to get more entangled militarily in Syria is a serious step, and we have to do so making absolutely certain that we know who we are helping; that we're not putting arms in the hands of folks who eventually could turn them against us or allies in the region.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",60,204,0,-1
27065,"And I am confident that Assad's days are numbered.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",9,205,0.690373,-1
27066,"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",42,206,0.551151,1
27068,"Well, let's step back and talk about what's happening in Syria and how important it is.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",16,208,0.751554,-1
27069,"First of all, 30,000 people being killed by their government is a humanitarian disaster.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",14,209,-0.516881,1
27070,"Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",20,210,0.315398,-1
27071,"Syria is Iran's only ally in the Arab world.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",9,211,-0.620773,1
27072,"It's their route to the sea.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,212,0,0
27073,"It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",17,213,0,-1
27074,"And so seeing Syria remove Assad is a very high priority for us.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",13,214,0,-1
27075,"Number two, seeing a -- a replacement government being responsible people is critical for us.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",15,215,0,-1
27076,"And finally, we don't want to have military involvement there.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,216,0,1
27077,"We don't want to get drawn into a military conflict.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,217,-0.39105,-1
27078,"And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a -- in a form of -- if not government, a form of -- of -- of council that can take the lead in Syria.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",54,218,0.358302,-1
27079,"And then make sure they have the arms necessary to defend themselves.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",12,219,0,-1
27080,"We do need to make sure that they don't have arms that get into the -- the wrong hands.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",19,220,-0.429682,-1
27081,"Those arms could be used to hurt us down the road.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",11,221,-0.730417,-1
27082,"We need to make sure as well that we coordinate this effort with our allies, and particularly with -- with Israel.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",21,222,0.524983,-1
27083,"But the Saudi's and the Qatari, and -- and the Turks are all very concerned about this.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",17,223,-0.470654,-1
27084,"They're willing to work with us.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",6,224,0.792635,1
27085,"We need to have a very effective leadership effort in Syria, making sure that the -- the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",36,225,-0.535912,-1
27086,"Recognize -- I believe that Assad must go.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",8,226,-0.301918,-1
27087,"I believe he will go.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",5,227,0,-1
27088,"But I believe -- we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a -- as a friend, and Syria as a responsible party in the Middle East.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",49,228,0.751387,-1
27089,"This -- this is a critical opportunity for America.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",9,229,0.716067,-1
27090,"And what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U.N. deal with it.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",26,230,-0.287274,-1
27091,"And Assad -- excuse me, Kofi Annan came in and said we're going to try to have a ceasefire.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",19,231,-0.547407,0
27093,"Then it went to the Russians and said, let's see if you can do something.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",15,233,-0.348554,0
27097,"We are playing the leadership role.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",6,237,0,-1
27098,"We organized the Friends of Syria.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",6,238,0,0
27099,"We are mobilizing humanitarian support, and support for the opposition.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",10,239,0.814647,1
27101,"But going back to Libya -- because this is an example of how we make choices.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",16,241,0.583921,-1
27102,"When we went in to Libya, and we were able to immediately stop the massacre there, because of the unique circumstances and the coalition that we had helped to organize.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",30,242,0,1
27103,"We also had to make sure that Moammar Gadhafi didn't stay there.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",12,243,-0.351701,-1
27104,"And to the governor's credit, you supported us going into Libya and the coalition that we organized.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",17,244,0,1
27105,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",33,245,-0.508931,1
27108,"And so we were going to make sure that we finished the job.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,248,0.415954,-1
27109,"That's part of the reason why the Libyans stand with us.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",11,249,-0.20357,-1
27110,"But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",51,250,0.755996,-1
27111,"That's exactly what we're doing.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",5,251,0.496684,-1
27113,"I don't want to have our military involved in Syria.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,253,-0.443593,-1
27114,"I don't think there is a necessity to put our military in Syria at this stage.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",16,254,-0.245366,-1
27115,"I don't anticipate that in the future.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",7,255,-0.459002,-1
27116,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",27,256,0,1
27117,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",26,257,-0.630621,-1
27118,"But I do not want to see a military involvement on the part of our -- of our troops.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",19,258,-0.409373,-1
27120,"And this isn't -- this isn't going to be necessary.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,260,-0.734398,-1
27121,"We -- we have, with our partners in the region, we have sufficient resources to support those groups.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",18,261,0.754117,1
27122,"But look, this has been going on for a year.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",10,262,0.74486,1
27123,"This is a time -- this should have been a time for American leadership.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",14,263,0,-1
27124,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",24,264,0.315914,-1
27125,"As you hear from intelligence sources even today, the -- the insurgents are highly disparate.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",15,265,-0.389741,-1
27127,"They haven't formed a unity group, a council of some kind.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",11,267,0,-1
27129,"America can help that happen.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",5,269,0.50241,-1
27130,"And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.","Mitt Romney","Governor","REPUBLICAN","2012-10-22.txt",25,270,-0.360832,-1
27133,"Well, I'll -- I'll be very quick.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",7,273,0.814004,-1
27134,"What you just heard Governor Romney said is he doesn't have different ideas.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,274,0,-1
27135,"And that's because we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a -- an effective transition so that we get Assad out.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",31,275,0.750352,-1
27136,"That's the kind of leadership we've shown.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",7,276,0.555257,-1
27137,"That's the kind of leadership we'll continue to show.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",9,277,0.677227,-1
27142,"No, I don't, because I think that America has to stand with democracy.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",13,282,-0.322033,-1
27143,"The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F. Kennedy talked about 50 years ago.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",34,283,0,-1
27144,"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",31,284,0,1
27145,"And we have put significant pressure on them to make sure they're doing that; to recognize the rights of women, which is critical throughout the region.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",26,285,0.297651,1
27146,"These countries can't develop if young women are not given the kind of education that they need.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",17,286,-0.472184,-1
27147,"They have to abide by their treaty with Israel.","Barack Obama","President","DEMOCRAT","2012-10-22.txt",9,287,0,-1
